first_num,id,text,memory,output,second_num
77,77_46," 2H), 2.82-2.87 (m, 2H). 13  C NMR (101 MHz, DMSO-d 6 ) δ: 157.84, 157.65, 154.68, 138.40, 138.26, 129.39, 129.27, 128.99, 128.90, 127.06, 127.02, 47.71, 42.57, 36.12, 33.58. Single-crystal XRD structure of a trans-PEAMAI-2FAI co-crystal (150 K) is shown in Fig.3dand Supplementary Tables2 and 3. The mass-to-charge ratio (m/z) was determined using high-resolution mass spectrum (HRMS) in conjunction with the electrospray ionization (ESI) technique, and this value was compared to the calculated (calcd) m/z value. HRMS (ESI, m/z): calcd. for [C 9 H 13 N 2 ] + 149.1074 found 149.1072. H NMR (400 MHz, DMSO-d 6 ) δ: 8.54-9.64 (m, 11H), 7.82-7.93 (m, 3H), 7.22-7.35 (m, 5H), 3.47-3.59 (m,","{""perovskite_composition"": ""FA0.9Cs0.1PbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""(phenethylamino)methaniminium iodide"", ""humidity"": null, ""temperature"": ""85"", ""time"": ""1500"", ""control_pce"": ""21.2"", ""treated_pce"": ""24.1"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}, ""test_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""100"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}}","{""perovskite_composition"": ""FA0.9Cs0.1PbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""(phenethylamino)methaniminium iodide"", ""humidity"": null, ""temperature"": ""85"", ""time"": ""1500"", ""control_pce"": ""21.2"", ""treated_pce"": ""24.1"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}, ""test_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""100"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}}",46
78,78_31,			 JUNE 2015 • VOL 348 ISSUE 6240,"{""perovskite_composition"": ""FAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""19.2"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""FAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""19.2"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",31
79,79_21,"			 NATURE ENERGY 2, 16177 (2016) | DOI: 10.1038/nenergy.2016.177 | www.nature.com/natureenergy","{""perovskite_composition"": ""(FAPbI3)0.97(MAPbBr3)0.03"", ""electron_transport_layer"": ""TitaniumDioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""Lead Iodide"", ""humidity"": ""37"", ""temperature"": ""28"", ""time"": null, ""control_pce"": ""18.5"", ""treated_pce"": ""19.9"", ""control_voc"": null, ""treated_voc"": ""1.09"", ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""(FAPbI3)0.97(MAPbBr3)0.03"", ""electron_transport_layer"": ""TitaniumDioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""Lead Iodide"", ""humidity"": ""37"", ""temperature"": ""28"", ""time"": null, ""control_pce"": ""18.5"", ""treated_pce"": ""19.9"", ""control_voc"": null, ""treated_voc"": ""1.09"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",21
80,80_15," , Anders Hagfeldt 2 and Michael Grätzel 1 * The past several years have witnessed the rapid emergence of a class of solar cells based on mixed organic-inorganic halide perovskites. Today's state-of-the-art perovskite solar cells (PSCs) employ various methods to enhance nucleation and improve the smoothness of the perovskite films formed via solution processing. However, the lack of precise control over the crystallization process creates a risk of forming unwanted defects, for example, pinholes and grain boundaries. Here, we introduce an approach to prepare perovskite films of high electronic quality by using poly(methyl methacrylate) (PMMA) as a template to control nucleation and crystal growth. We obtain shiny smooth perovskite films of excellent electronic quality, as manifested by a remarkably long photoluminescence lifetime. We realize stable PSCs with reproducibility showing a power conversion e ciency (PCE) of up to 21.6% and a certified PCE of 21.02% under standard AM 1.5G reporting conditions.","{""perovskite_composition"": ""[(FAI)0.81(PbI2)0.85(MAPbBr3)0.15]"", ""electron_transport_layer"": ""TitaniumDioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""21.6"", ""control_voc"": null, ""treated_voc"": ""1.14"", ""efficiency_cont"": null, ""efficiency_tret"": ""96.7""}}","{""perovskite_composition"": ""[(FAI)0.81(PbI2)0.85(MAPbBr3)0.15]"", ""electron_transport_layer"": ""poly(methyl methacrylate)"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""21.6"", ""control_voc"": null, ""treated_voc"": ""1.14"", ""efficiency_cont"": null, ""efficiency_tret"": ""96.7""}}",15
81,81_30,"			 RESEARCH | REPORTDownloaded from https://www.science.org at University of California San Diego on November 07, 2024","{""perovskite_composition"": ""Cs0.05FA0.81MA0.14PbI2.55Br0.45"", ""electron_transport_layer"": ""TitaniumDioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""500"", ""control_pce"": ""15.8"", ""treated_pce"": ""20.9"", ""control_voc"": ""1.06"", ""treated_voc"": ""1.14"", ""efficiency_cont"": null, ""efficiency_tret"": ""90""}, ""test_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""1440"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""38"", ""efficiency_tret"": ""95""}}","{""perovskite_composition"": ""Cs0.05FA0.81MA0.14PbI2.55Br0.45"", ""electron_transport_layer"": ""TitaniumDioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""500"", ""control_pce"": ""15.8"", ""treated_pce"": ""20.9"", ""control_voc"": ""1.06"", ""treated_voc"": ""1.14"", ""efficiency_cont"": null, ""efficiency_tret"": ""90""}, ""test_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""1440"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""38"", ""efficiency_tret"": ""95""}}",30
82,82_22,"			 NATURE ENERGY 2, 17102 (2017) | DOI: 10.1038/nenergy.2017.102 | www.nature.com/natureenergy © 2017 Macmillan Publishers Limited, part of Springer Nature. All rights reserved.","{""perovskite_composition"": null, ""electron_transport_layer"": null, ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""phenyl-C61-butyric acid methyl ester"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""21"", ""control_voc"": null, ""treated_voc"": ""1.13"", ""efficiency_cont"": null, ""efficiency_tret"": ""1""}, ""test_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""choline chloride"", ""humidity"": null, ""temperature"": null, ""time"": ""26"", ""control_pce"": ""17.1"", ""treated_pce"": ""21.1"", ""control_voc"": ""1.04"", ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""86""}, ""test_1_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": ""L-\u03b1-phosphatidylcholine"", ""humidity"": ""55-85"", ""temperature"": ""room temperature"", ""time"": ""800"", ""control_pce"": null, ""treated_pce"": ""19.6"", ""control_voc"": null, ""treated_voc"": ""1.08"", ""efficiency_cont"": ""70"", ""efficiency_tret"": null}}","{""perovskite_composition"": null, ""electron_transport_layer"": null, ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""phenyl-C61-butyric acid methyl ester"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""21"", ""control_voc"": null, ""treated_voc"": ""1.13"", ""efficiency_cont"": null, ""efficiency_tret"": ""1""}, ""test_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""choline chloride"", ""humidity"": null, ""temperature"": null, ""time"": ""26"", ""control_pce"": ""17.1"", ""treated_pce"": ""21.1"", ""control_voc"": ""1.04"", ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""86""}, ""test_1_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": ""L-\u03b1-phosphatidylcholine"", ""humidity"": ""55-85"", ""temperature"": ""room temperature"", ""time"": ""800"", ""control_pce"": null, ""treated_pce"": ""19.6"", ""control_voc"": null, ""treated_voc"": ""1.08"", ""efficiency_cont"": ""70"", ""efficiency_tret"": null}}",22
83,83_65,			 NaTurE ENErgy | VOL 4 | FEBRUARY 2019 | 150-159 | www.nature.com/natureenergy,"{""perovskite_composition"": null, ""electron_transport_layer"": ""TitaniumDioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""40+-10"", ""temperature"": ""25"", ""time"": ""792"", ""control_pce"": ""17.39"", ""treated_pce"": ""20.27"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""94"", ""efficiency_tret"": ""96""}}","{""perovskite_composition"": null, ""electron_transport_layer"": ""TitaniumDioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""40+-10"", ""temperature"": ""25"", ""time"": ""792"", ""control_pce"": ""17.39"", ""treated_pce"": ""20.27"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""94"", ""efficiency_tret"": ""96""}}",65
84,84_29,			 NATurE ENErGY | VOL 3 | AUGUST 2018 | 682-689 | www.nature.com/natureenergy,"{""perovskite_composition"": ""(FAPbI3)0.95(MAPbBr3)0.05"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""60"", ""time"": null, ""control_pce"": null, ""treated_pce"": ""23.2"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""95"", ""efficiency_tret"": null}, ""test_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""310"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""92.6""}}","{""perovskite_composition"": ""(FAPbI3)0.95(MAPbBr3)0.05"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""60"", ""time"": null, ""control_pce"": null, ""treated_pce"": ""23.2"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""95"", ""efficiency_tret"": null}, ""test_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""310"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""92.6""}}",29
85,85_19,"			 Extended data table 1 | Comparison of P3ht, PtAA and spiro-oMetAd in terms of hole-transport materials for perovskite solar cells a Certified power conversion efficiency in the accredited laboratory by NREL.b  We assume that the volume solution used is equal regardless of HTM for the deposition of hole-transport layers. We consider only the expense of the HTM, and not the solvent or other dopants such as bis(trifluoromethane) sulfonamide lithium salt or tert-butyl pyridine. c Prices were obtained from the Sigma-Aldrich website (http://www.sigmaaldrich.com; February 2019). d The values were determined by field-effect transistor devices and obtained from the pristine hole-transport materials [27] [28] [29]  . e This value was obtained even from a spiro-OMeTAD single-crystal device. The thin-film device had a hole mobility of 1.69 × 10 -6 cm 2 V -1 s -1 .","{""perovskite_composition"": ""(FAPbI3)0.95(MAPbBr3)0.05"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Poly(3-hexylthiophene)"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""n-hexyl trimethyl ammonium bromide"", ""humidity"": ""85"", ""temperature"": null, ""time"": ""1370"", ""control_pce"": null, ""treated_pce"": ""22.7"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""95""}}","{""perovskite_composition"": ""(FAPbI3)0.95(MAPbBr3)0.05"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Poly(3-hexylthiophene)"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""n-hexyl trimethyl ammonium bromide"", ""humidity"": ""85"", ""temperature"": null, ""time"": ""1370"", ""control_pce"": null, ""treated_pce"": ""22.7"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""95""}}",19
86,86_61,			 NATURE COMMUNICATIONS | (2018) 9:3239 | DOI: 10.1038/s41467-018-05760-x | www.nature.com/naturecommunications,"{""perovskite_composition"": null, ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""2880"", ""control_pce"": ""18.93"", ""treated_pce"": ""21.6"", ""control_voc"": ""1.10"", ""treated_voc"": ""1.11"", ""efficiency_cont"": ""74"", ""efficiency_tret"": ""92""}, ""test_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""120"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""38"", ""efficiency_tret"": ""86""}}","{""perovskite_composition"": null, ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""2880"", ""control_pce"": ""18.93"", ""treated_pce"": ""21.6"", ""control_voc"": ""1.10"", ""treated_voc"": ""1.11"", ""efficiency_cont"": ""74"", ""efficiency_tret"": ""92""}, ""test_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""120"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""38"", ""efficiency_tret"": ""86""}}",61
87,87_33,"			 of 6 RESEARCH | REPORT Downloaded from https://www.science.org at University of California San Diego on November 07, 2024","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": ""21.52"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""92""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""91""}}","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": ""21.52"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""92""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""91""}}",33
88,88_30,			 NaTure eNerGY | VOL 4 | MAY 2019 | 408-415 | www.nature.com/natureenergy,"{""perovskite_composition"": ""F- Cs 0.05 FA 0.81 MA 0.14 PbI 2.55 Br 0.45"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""FA"", ""humidity"": null, ""temperature"": ""25-40"", ""time"": ""1000"", ""control_pce"": ""48.86"", ""treated_pce"": ""20.56"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""50"", ""efficiency_tret"": ""90""}, ""test_3"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""25-45"", ""temperature"": null, ""time"": ""6000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}}","{""perovskite_composition"": ""F- Cs 0.05 FA 0.81 MA 0.14 PbI 2.55 Br 0.45"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""FA"", ""humidity"": null, ""temperature"": ""25-40"", ""time"": ""1000"", ""control_pce"": ""48.86"", ""treated_pce"": ""20.56"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""50"", ""efficiency_tret"": ""90""}, ""test_3"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""25-45"", ""temperature"": null, ""time"": ""6000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}}",30
89,89_14,			 NATURE COMMUNICATIONS | (2019) 10:1112 | https://doi.org/10.1038/s41467-019-09093-1 | www.nature.com/naturecommunications,"{""perovskite_composition"": ""BA2MA3PbI13"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""20.87"", ""control_voc"": null, ""treated_voc"": ""1.145"", ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""BA2MA3PbI13"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""20.87"", ""control_voc"": null, ""treated_voc"": ""1.145"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",14
90,90_12,			 1 0 0 0.5 Tensile (%) 1 -1 X,"{""perovskite_composition"": ""(FAPbI 3 ) 0.85 (MAPbBr 3 ) 0.15"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""MA +"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""18.7"", ""treated_pce"": ""19.8"", ""control_voc"": null, ""treated_voc"": ""1.17"", ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""(FAPbI 3 ) 0.85 (MAPbBr 3 ) 0.15"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""MA +"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""18.7"", ""treated_pce"": ""19.8"", ""control_voc"": null, ""treated_voc"": ""1.17"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",12
91,91_89,"			 Joule 3, 2179-2192, September 18, 2019 2187","{""perovskite_composition"": null, ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""FAPbI3"", ""humidity"": ""25"", ""temperature"": ""25"", ""time"": ""1200"", ""control_pce"": null, ""treated_pce"": ""24.02"", ""control_voc"": null, ""treated_voc"": ""1.130"", ""efficiency_cont"": null, ""efficiency_tret"": ""90""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""40"", ""time"": ""300"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""60"", ""efficiency_tret"": ""90""}}","{""perovskite_composition"": null, ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""FAPbI3"", ""humidity"": ""25"", ""temperature"": ""25"", ""time"": ""1200"", ""control_pce"": null, ""treated_pce"": ""24.02"", ""control_voc"": null, ""treated_voc"": ""1.130"", ""efficiency_cont"": null, ""efficiency_tret"": ""90""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""40"", ""time"": ""300"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""60"", ""efficiency_tret"": ""90""}}",89
92,92_65,"			 Joule 3, 1977 -1985 , August 21, 2019  1983","{""perovskite_composition"": null, ""electron_transport_layer"": ""24"", ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": ""40"", ""temperature"": null, ""time"": null, ""control_pce"": ""20"", ""treated_pce"": ""21.3"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""50"", ""efficiency_tret"": ""90""}, ""test_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""25"", ""temperature"": ""25"", ""time"": ""500"", ""control_pce"": ""1.5 G"", ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""100""}, ""test_3"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""25"", ""time"": ""450"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""67""}}","{""perovskite_composition"": null, ""electron_transport_layer"": ""24"", ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": ""40"", ""temperature"": null, ""time"": null, ""control_pce"": ""20"", ""treated_pce"": ""21.3"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""50"", ""efficiency_tret"": ""90""}, ""test_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""25"", ""temperature"": ""25"", ""time"": ""500"", ""control_pce"": ""1.5 G"", ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""100""}, ""test_3"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""25"", ""time"": ""450"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""67""}}",65
93,93_33,"			 15214095, 2019, 24, Downloaded from https://onlinelibrary.wiley.com/doi/10.1002/adma.201900390 by University Of California, Wiley Online Library on [07/11/2024]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License © 2019 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","{""perovskite_composition"": ""FA0.5MA0.5PbI3"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""21.21"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""FA0.5MA0.5PbI3"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""21.21"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",33
