assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

f, J-V curve of a large-area tandem device (aperture area = 1.05 cm 2 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

g, Continuous MPP tracking of the encapsulated CF3-PA and control tandem solar cells (with aperture area of 0.049 cm 2 ) under simulated 1 Sun illumination (equivalent to AM1.5G, 100 mW cm -2 , multicolor LED simulator) in ambient air with a humidity of 30-50%"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The CF3-PA and control tandem devices had initial PCEs of 25.6% and 24.3% measured under a two-lamp simulator, respectively"
assistant,Yes
user,"Answer ""Yes"" or ""No"" only. Does the following text contain more than one value of PCE?

All-perovskite tandem solar cells with improved grain surface passivation
g, Continuous MPP tracking of the encapsulated CF3-PA and control tandem solar cells (with aperture area of 0.049 cm 2 ) under simulated 1 Sun illumination (equivalent to AM1.5G, 100 mW cm -2 , multicolor LED simulator) in ambient air with a humidity of 30-50%The CF3-PA and control tandem devices had initial PCEs of 25.6% and 24.3% measured under a two-lamp simulator, respectively"
assistant,Yes
user,"Use only data present in the text. If data is not present in the text, type ""None"". Summarize the values of PCE in the following text in a form of a table consisting of: Material, Value, Unit

All-perovskite tandem solar cells with improved grain surface passivation
g, Continuous MPP tracking of the encapsulated CF3-PA and control tandem solar cells (with aperture area of 0.049 cm 2 ) under simulated 1 Sun illumination (equivalent to AM1.5G, 100 mW cm -2 , multicolor LED simulator) in ambient air with a humidity of 30-50%The CF3-PA and control tandem devices had initial PCEs of 25.6% and 24.3% measured under a two-lamp simulator, respectively"
assistant,"| Material | Value | Unit |
|----------|-------|------|
| CF3-PA  | 25.6  | %    |
| Control  | 24.3  | %    |"
tab,"CF3-PA,25.6,%"
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

There was no active cooling during device operation and the environmental temperature was kept at approximately 25 o C"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Article The best tandem cell had a PCE of 26.7% from the reverse scan (with a V oc of 2.03 V, a J sc of 16.5 mA cm -2 and a FF of 79.9%) and exhibited a stabilized PCE of 26.6% (Extended Data Fig"
assistant,Yes
user,"Answer ""Yes"" or ""No"" only. Does the following text contain more than one value of PCE?

All-perovskite tandem solar cells with improved grain surface passivation
T 90 represents the lifetime at which the PCE declines to 90% of its initial value.Article The best tandem cell had a PCE of 26.7% from the reverse scan (with a V oc of 2.03 V, a J sc of 16.5 mA cm -2 and a FF of 79.9%) and exhibited a stabilized PCE of 26.6% (Extended Data Fig"
assistant,Yes
user,"Use only data present in the text. If data is not present in the text, type ""None"". Summarize the values of PCE in the following text in a form of a table consisting of: Material, Value, Unit

All-perovskite tandem solar cells with improved grain surface passivation
T 90 represents the lifetime at which the PCE declines to 90% of its initial value.Article The best tandem cell had a PCE of 26.7% from the reverse scan (with a V oc of 2.03 V, a J sc of 16.5 mA cm -2 and a FF of 79.9%) and exhibited a stabilized PCE of 26.6% (Extended Data Fig"
assistant,"| Material                | Value | Unit  |
|------------------------|-------|-------|
| All-perovskite tandem  | 26.7  | %     |
| All-perovskite tandem  | 26.6  | %     |"
tab,"All-perovskite tandem,26.7,%"
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The integrated J sc values of the front and back subcells from EQE spectra (Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 4e ) were 16.7 and 16.8 mA cm -2 , respectively, agreeing well with the J sc value determined from the J-V measurements"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The J sc achieved (≥16.5 mA cm -2 ) was considerably higher than those reported in previous works (typically <16 mA cm -2 )  12, 13, 38  , mainly because of the use of thicker NBG perovskite without sacrificing the electrical performance (that is, V oc and FF) with the use of CF3-PA additive"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 4f  and Extended Data Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 9 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The relatively modest performance gap between small-area and large-area devices was ascribed to improved film uniformity in Pb-Sn perovskites films as a result of the addition of formamidine sulfinic acid (FSA) in the precursor solutions  10  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We sent tandem solar cells to an accredited independent PV calibration laboratory ( Japan Electrical Safety and Environment Technology Laboratories, JET)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

These delivered certified stabilized PCEs of 26.4% and 26.1% (Supplementary Fig"
assistant,Yes
user,"Answer ""Yes"" or ""No"" only. Does the following text contain more than one value of PCE?

All-perovskite tandem solar cells with improved grain surface passivation
We sent tandem solar cells to an accredited independent PV calibration laboratory ( Japan Electrical Safety and Environment Technology Laboratories, JET)These delivered certified stabilized PCEs of 26.4% and 26.1% (Supplementary Fig"
assistant,Yes
user,"Use only data present in the text. If data is not present in the text, type ""None"". Summarize the values of PCE in the following text in a form of a table consisting of: Material, Value, Unit

All-perovskite tandem solar cells with improved grain surface passivation
We sent tandem solar cells to an accredited independent PV calibration laboratory ( Japan Electrical Safety and Environment Technology Laboratories, JET)These delivered certified stabilized PCEs of 26.4% and 26.1% (Supplementary Fig"
assistant,"| Material                     | Value | Unit  |
|------------------------------|-------|-------|
| All-perovskite tandem solar cells | 26.4  | %     |
| All-perovskite tandem solar cells | 26.1  | %     |"
tab,"All-perovskite tandem solar cells,26.4,%"
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We anticipate that the PCE of all-perovskite tandem solar cells can improve further (Supplementary Note 4)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

To assess the stability of tandem solar cells, we first tracked their shelf life by storing the unencapsulated devices under dark conditions in an N 2 glovebox"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 17 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

In addition, we investigated the operating stability of the CF3-PA and control tandem devices: we kept the encapsulated devices in ambient air and used maximum power point (MPP) tracking under simulated 1 Sun illumination (using a multicolour light-emitting diode (LED) solar simulator with intensity equivalent to 100 mW cm -2 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The spectrum of the LED simulator is presented in previous work  39  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 4g )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The high efficiency together with the promising stability achieved here indicate a step towards viability for all-perovskite tandem solar cells."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Online content Any methods, additional references, Nature Research reporting summaries, source data, extended data, supplementary information, acknowledgements, peer review information; details of author contributions and competing interests; and statements of data and code availability are available at  https://doi.org/10.1038/s41586-021-04372-8 ."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Methods"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

DFT simulation Ab initio molecular dynamic simulations were performed with the CP2K package  40  in the constant-volume and constant-temperature (NVT) ensemble"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The temperature was controlled with a Nosé-Hoover thermostat  41  at room temperature (300 K) and 400 K"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The time step was set to 1.0 fs"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

A PBE-D3 functional was used with double-zeta basis sets (DZVP-MOLOPT)  42  and Goedecker-Teter-Hutter pseudopotentials  43  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The cut-off was set to 560 Ry"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We constructed the FA 0.75 MA 0.25 Pb 0.5 Sn 0.5 I 3 (001) surface (approximately 25 × 25 Å 2 ) with a 25 Å vacuum in the z direction"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The ammonium cations were initially placed in the z direction away from the perovskite surface with a distance of 2.5 Å"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The ab initio molecular dynamic simulations were run for approximately 10-20 ps to ensure equilibrium"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

First-principles calculations based on DFT were carried out using the Vienna Ab initio Simulation Package  44  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The generalized gradient approximation of Perdew-Burke-Ernzerhof functional was used as the exchange-correlation functional  45  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

In addition, we used the DFT-D3 method for the van der Waals correction and also dipole corrections for the slab calculations  46  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

A plane-wave cut-off energy of 400 eV was used"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The energy and force convergence criteria were set to 10 -5 eV and 0.03 eV Å -1 , respectively"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The Brillouin zone was sampled with Γ-centred k-mesh densities of 2π × 0.02 Å -1 in the calculations of the energetic and electronic properties"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We used a vacuum of 20 Å to separate neighbouring surfaces in the z -direction"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The binding energies (E b ) of different ammonium cations (CF3-PA, PA and PEA) with the perovskite surface were calculated as E mol/pvsk - E pvsk - E mol , where E mol/pvsk , E pvsk and E mol are the total energies of the adsorption system, the perovskite system and CF3-PAI/PAI/PEAI (I represents iodide), respectively"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The electrostatic potentials (φ) of the passivators were calculated using the Gaussian 09 package at the B3LYP/def2TZVP level with DFT-D3"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The maximum φ (φ max ) of the NH 3 + terminal group in these passivators was obtained with the help of Multiwfn code  47  ."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Materials All materials were used as received without further purification"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The organic halide salts (FAI, FABr, MAI, FAI, PEACl, PACl, CF3-PACl) were purchased from GreatCell Solar Materials (Australia)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Poly (3,4-ethylenedioxythiophene) polystyrene sulfonate (PEDOT:PSS) aqueous solution (Al 4083) was purchased from Heraeus Clevios (Germany)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

N4,N4'-Di(naphthalen-1-yl)-N4,N4'-bis(4-vinylphenyl) biphenyl-4,4'-diamine (VNPB) was purchased from Lumtec"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

PbI 2 (99.99%), CsI (99.9%) and CsBr (99.9%) were purchased from TCI Chemicals"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

SnI 2 (99.999%) was purchased from Alfa Aesar"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

SnF 2 (99%), dimethylformamide (DMF, 99.8% anhydrous), dimethyl sulfoxide (DMSO, 99.9% anhydrous), formamidine sulfinic acid (≥98%), ethyl acetate (99.8% anhydrous) and chlorobenzene (99.8% anhydrous) were purchased from Sigma-Aldrich"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

C 60 was purchased from Nano-C (USA)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Bathocuproine (BCP) (>99% sublimed) was purchased from Xi'an Polymer Light Technology (China)."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Perovskite precursor solution NBG FA 0.7 MA 0.3 Pb 0.5 Sn 0.5 I 3 perovskite"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The precursor solution was prepared in mixed solvents of DMF and DMSO with a volume ratio of 2:1"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The molar ratios for FAI/MAI and PbI 2 /SnI 2 were 0.7:0.3 and 0.5:0.5, respectively"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The molar ratio of (FAI+MAI)/(PbI 2 +SnI 2 ) was 1:1"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

SnF 2 (10 mol% relative to SnI 2 ) was added to the precursor solution"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The precursor solution was then stirred at room temperature for 2 h"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Tin powders (5 mg ml -1 ) and formamidine sulfinic acid (0.3 mol%) were added to the precursor to reduce Sn 4+ in the precursor solution and to improve film uniformity"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

For solution with passivating agents, PEACl, PACl or CF3-PACl was added to the precursor solution at their optimized concentrations"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

It is noted that we introduced additives at a concentration lower than 0.4 mol% relative to the B-site metal cations, which is below the concentration of large A-site cations required to form 2D/3D heterostructures"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The precursor solution was filtered through 0.22 μm Polytetrafluoroethylene (PTFE) membrane before making perovskite films"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

WBG FA 0.8 Cs 0.2 Pb(I 0.62 Br 0.38 ) 3 perovskite"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The precursor solution (1.2 M) was prepared from six precursors dissolved in mixed solvents of DMF and DMSO with a volume ratio of 4:1"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The molar ratios for FAI/FABr/CsI/CsBr and PbI 2 /PbBr 2 were 0.48:0.32:0.12:0.08 and 0.62:0.38, respectively"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The molar ratio of (FAI+FABr+CsI+CsBr)/ (PbI 2 +PbBr 2 ) was 1:1"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The precursor solution was stirred at 50 o C for 2 h and then filtered through a 0.22 μm PTFE membrane before use"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We found in our previous work that the six precursor approach improved the photostability and suppressed phase-segregation of the WBG perovskites, compared with those fabricated from four precursors (CsI, FAI, PbI 2 and PbBr 2 )  10  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We also noted that the halide segregation in WBG perovskites was dependent on illumination intensity (Supplementary Fig"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

 18 )"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The WBG perovskite films had a composition Cs 0.2 FA 0.8 PbI 1.86 Br 1.14 and a slightly lower bandgap (approximately 1.76 eV) than that used in our previous work  10  , in order to obtain a higher matched current density in all-perovskite tandem solar cells, enabled by a thicker Pb-Sn perovskite absorber."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Device fabrication Mixed Pb-Sn perovskite solar cells"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The prepatterned indium tin oxide (ITO) glass substrates were sequentially cleaned using acetone and isopropanol"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

PEDOT:PSS was spin-coated on ITO substrates at 4,000 rpm for 30 s and annealed on a hotplate at 150 °C for 10 min in ambient air"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

After cooling, we transferred the substrates immediately to a nitrogen-filled glovebox for the deposition of perovskite films"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The perovskite films were deposited with a two-step spin-coating procedure: (1) 1,000 rpm for 10 s with an acceleration of 200 rpm s -1 and (2) 4,000 rpm for 40 s with a ramp-up of 1,000 rpm s -1 "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Ethyl acetate (300 μl) was dropped onto the spinning substrate during the second spin-coating step at 20 s before the end of the procedure"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The substrates were then transferred on to a hotplate and heated at 100 °C for 10 min"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

After cooling down to room temperature, the substrates were transferred to the evaporation system"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Finally, C 60 (20 nm)/BCP (7 nm)/ Cu (150 nm) were sequentially deposited on top of the perovskite by thermal evaporation (Beijing Technol Science)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The thickness of the Pb-Sn perovskite layer was varied by changing the concentration of the precursor solution: 1.6 M for 750 nm, 2.0 M for 900 nm, 2.2 M for 1,050 nm, 2.4 M for 1,200 nm and 2.8 M for 1,450 nm"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

All-perovskite tandem solar cells"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

NiO nanocrystal (25 mg ml -1 in water) layers were first spin-coated on ITO substrates at 3,000 rpm for 30 s and annealed on a hotplate at 130 °C for 30 min in air"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

NiO nanocrystals were synthesized as reported previously  48  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

After cooling, the substrates were immediately transferred to the glovebox"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

VNPB (1 mg ml -1 ) in chlorobenzene without doping was spin-coated on the NiO film at 6,000 rpm for 30 s and was then annealed at 150 o C for 10 min"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The WBG perovskite films were deposited on top of the VNPB-modified NiO with a two-step spin-coating procedure: (1) 2,000 rpm for 10 s with an acceleration of 200 rpm s -1 and (2) 6,000 rpm for 40 s with a ramp-up of 2,000 rpm s -1 "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Chlorobenzene (200 μl) was dropped onto the spinning substrate during the second spin-coating step at 20 s before the end of the procedure"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The substrates were then transferred onto a hotplate and heated at 100 °C for 15 min"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

After cooling down to room temperature, the substrates were transferred to the evaporation system and a 20-nm-thick C 60 film was subsequently deposited on top by thermal evaporation at a rate of 0.2 Å s -1 "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The substrates were then transferred to the atomic layer deposition (ALD) system (Veeco Savannah S200) to deposit 20 nm SnO 2 at low temperatures (typically 100 o C) using precursors of tetrakis(dimethylamino) tin (iv) (99.9999%, Nanjing Ai Mou Yuan Scientific Equipment Co., Ltd) and deionized water"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

After ALD deposition, the substrates were transferred back to the thermal evaporation system to deposit an ultra-thin layer of Au clusters layer (approximately 1 nm) on ALD-SnO 2 "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

PEDOT:PSS layers were spin-cast on top of the front cells and annealed in air at 120 o C for 20 min"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

After the substrates had cooled, we immediately transferred them to a nitrogen-filled glovebox for the deposition of NBG perovskite films with identical procedures used for the single-junction devices"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Finally, 20 nm C 60 , 7 nm BCP and 150 nm Cu films were sequentially deposited by thermal evaporation (Beijing Technol Science)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Details on the deposition of ALD-SnO 2 layers can be found in our previous work  10  ."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Characterization of solar cells For single-junction solar cells, the J-V characteristics were measured using a Keithley 2400 sourcemeter under the illumination of a solar simulator (EnliTech, Class AAA) at a light intensity of 100 mW cm -2 as checked with NREL calibrated reference solar cells (KG-5 and KG-0 reference cells were used for the measurements of the WBG and NBG solar cells, respectively)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Unless otherwise stated, the J-V curves were all measured in a nitrogen-filled glovebox with a scanning rate of 100 mV s -1 (with voltage steps of 20 mV and a delay time of 100 ms)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The active area was determined by the aperture shade masks (0.049 or 1.05 cm 2 ) placed in front of the solar cells"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

EQE measurements were performed in ambient air using a QE system (EnliTech) with monochromatic light focused on the device pixel and a chopper frequency of 20 Hz"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

For tandem solar cells, the measurements of the J-V characteristics were carried out under the illumination of a two-lamp high spectral match solar simulator (SAN-EI ELECTRIC, XHS-50S1)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The spectrum from the simulator was finely tuned to ensure that spectral mismatch was in the region of 100 ± 3% for each 50 nm interval in the wavelength range of 400-1,000 nm"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The solar simulator was set at a light intensity of 100 mW cm -2 as checked with a calibrated crystalline silicon reference solar cell with a quartz window (KG-0)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

We note that a dual-lamp solar simulator, rather than a single Xe lamp, is preferred for the characterization of tandem solar cells, due to the better spectral match with AM1.5G solar irradiance (see the detailed discussion in Supplementary Note 5)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

EQE measurements were performed in ambient air and the bias illumination from very bright LEDs with emission peaks of 850 and 460 nm were used for the measurements of the front and back subcells, respectively"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

No bias voltage was applied during the EQE measurements of the tandem solar cells."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Stability tests of solar cells The operating stability tests were carried out under full AM1.5G illumination (Class AAA, multicolour LED solar simulator, Guangzhou Crysco Equipment Co"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Ltd)  39  with an intensity of 100 mW cm -2 using a home-made LabVIEW-based MPP tracking system and a Perturb and observe method in ambient conditions (under a humidity of 30-50%)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The solar cells were encapsulated with a cover glass and ultraviolet (UV) epoxy (Three Bond), which was cured under an UV-LED lamp (peak emission at 365 nm) for 3 min"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

No UV filter was applied during operation"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The environmental temperature was kept at around 25 o C"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The solar cell temperature increased to approximately 35 °C under illumination as no active cooling was implemented at the measurement stage"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The illumination intensity was regularly calibrated to check the degradation of the LED lamp"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The assessments of the dark long-term shelf stability of the solar cells (without encapsulation) were carried out by repeating the J-V characterizations at various times and the devices were stored in a N 2 glovebox."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Femtosecond-resolved optical-pump-terahertz probe spectroscopy A commercial Ti:Sapphire amplified laser (Libra, Coherent) with a pulse duration of 90 fs, centre wavelength of 800 nm and repetition rate of 1 kHz was used to generate terahertz radiation by optical rectification in a 0.5-mm-thick ZnTe(110) nonlinear single crystal"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The radiation was detected using free-space electro-optic sampling in a 0.5-mm-thick ZnTe(110) crystal"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Perovskite thin films deposited on z-cut quartz substrates were photoexcited at 800 nm with fluences in the range of 1.5-50 μJ cm -2 "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The change in terahertz amplitude was monitored as a function of the time delay between the 800 nm optical pump pulse and the terahertz probe pulse using a translation stage"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

All measurements were carried out in a nitrogen-purged environment to avoid potential degradation of the perovskite films in ambient air."
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Optical simulation of tandem solar cells A validated optical model GenPro4 as developed by Delft University of Technology was used for the optical modelling of the tandem solar cells  49  "
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The complex refractive index of each layer was measured by a spectroscopic ellipsometer ( J.A"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Woollam)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The implied photocurrent density of each subcell can be calculated using GenPro4 by assuming that the individual absorptances of the front and back cells are equivalent to the EQE of the two cells, respectively"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The current density of the tandem cell is determined by taking the lower value between the two subcells"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

Other characterizations SEM images were obtained using a TESCAN microscope with an accelerating voltage of 2 kV"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

XRD patterns were collected using a Rigaku MiniFlex 600 diffractometer equipped with a NaI scintillation counter and using monochromatized Cu Kα radiation (wavelength λ = 1.5406 Å)"
assistant,No
system,
user,"Answer ""Yes"" or ""No"" only. Does the following text contain a value of PCE?

The grazing-incidence wide-angle X-ray scattering data were recorded using an Xeuss 2.0 system with an X-ray beam size of 100 × 100 μm 2 "
assistant,No
system,
