id,year,title,json_output
290,2024,Buried Interface Passivation of Sn-Pb Narrow-Bandgap Perovskite for Highly Efficient All-Perovskite Tandem Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': 'PEDOT:PSS', 'passivating_molecule': 'Pentylammonium acetate (PenAAc)', 'control_pce': 17.54, 'control_voc': 0.783, 'treated_pce': 21.86, 'treated_voc': 0.854, 'test_1': {'test_name': 'ISOS-L', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 90}}"
291,2024,High-Performance Perovskite Solar Cell via Chirality-Engineered Graphene Quantum Dot Interface Passivation,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'L-GQDs', 'control_pce': None, 'control_voc': None, 'treated_pce': 22.15, 'treated_voc': 1.14, 'test_1': {'test_name': 'indoor', 'temperature': 1000, 'time': 24, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 31.64}}"
292,2024,A method to slow down the etching of hydrogen plasma pretreatment and improve passivation in silicon heterojunction solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Silane (SiH4)', 'control_pce': None, 'control_voc': None, 'treated_pce': 25.52, 'treated_voc': 752.3, 'test_1': {'test_name': 'Minority carrier lifetime test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Minority carrier lifetime test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}, 'test_3': {'test_name': 'Minority carrier lifetime test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
293,2024,Thiol Groups Reutilization on Chemical Bath Deposited Tin Oxide Surface Achieving Interface Anchoring and Defects Passivation for Enhancing the Performance and Stability of Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'n-i-p', 'hole_transport_layer': None, 'passivating_molecule': 'Iodoacetamide (IAM)', 'control_pce': 20.46, 'control_voc': 1.1, 'treated_pce': 22.41, 'treated_voc': 1.12, 'test_1': {'test_name': 'Thermal stability', 'temperature': 65, 'time': 300, 'humidity': 'Nitrogen atmosphere', 'retained_percentage_cont': 80, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Humidity stability', 'temperature': 25, 'time': 1000, 'humidity': '50 ± 5%', 'retained_percentage_cont': None, 'retained_percentage_tret': 80}}"
294,2024,Inhibited superoxide-induced halide oxidation with a bioactive factor for stabilized inorganic perovskite solar cells,"{'perovskite_composition': 'CsPbI2Br', 'electron_transport_layer': None, 'pin_nip_structure': 'p-i-n', 'hole_transport_layer': None, 'passivating_molecule': 'Tanshinone IIA', 'control_pce': 13.92, 'control_voc': 1.303, 'treated_pce': 15.12, 'treated_voc': 1.328, 'test_1': {'test_name': 'stability', 'temperature': None, 'time': 7, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 92.7}}"
295,2024,Achieving over 42 % indoor efficiency in wide-bandgap perovskite solar cells through optimized interfacial passivation and carrier transport,"{'perovskite_composition': 'Cs0.18FA0.82Pb(I0.8Br0.2)3', 'electron_transport_layer': 'NiOx', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'NiOx', 'passivating_molecule': '4PADCB', 'control_pce': 12.46, 'control_voc': 1.07, 'treated_pce': 19.79, 'treated_voc': 1.22, 'test_1': {'test_name': 'Stability Test', 'temperature': 25, 'time': 120, 'humidity': '50-60%', 'retained_percentage_cont': 98, 'retained_percentage_tret': 98}}"
296,2024,Effects of 3-Bromo-N-methylbenzylamine modification on CsPbI 2 Br perovskite films and perovskite solar cells,"{'perovskite_composition': 'CsPbI2Br', 'electron_transport_layer': 'SnO2/SnCl2', 'pin_nip_structure': 'NIP', 'passivating_molecule': '3-Bromo-N-methylbenzylamine', 'control_pce': 10.83, 'control_voc': 1.18, 'treated_pce': 14.35, 'treated_voc': 1.21, 'test_1': {'test_name': 'stability test', 'temperature': 20, 'time': 200, 'humidity': 48, 'retained_percentage_cont': 71, 'retained_percentage_tret': 78}, 'test_2': {'test_name': 'stability test', 'temperature': 20, 'time': 200, 'humidity': 48, 'retained_percentage_cont': 71, 'retained_percentage_tret': 78}}"
297,2024,A dual passivation strategy based on F/N co-doped coal-based graphene quantum dots for highefficiency carbon-based perovskite solar cells †,"{
    ""perovskite_composition"": null,
    ""electron_transport_layer"": null,
    ""pin_nip_structure"": null,
    ""hole_transport_layer"": null,
    ""passivating_molecule"": ""F/N co-doped graphene quantum dots (F/N-GQDs)"",
    ""control_pce"": 12.87,
    ""control_voc"": 0.935,
    ""treated_pce"": 16.37,
    ""treated_voc"": 0.983,
    ""test_1"": {
        ""test_name"": ""ISOS-D"",
        ""temperature"": 25,
        ""time"": 30,
        ""humidity"": 10-20,
        ""retained_percentage_cont"": 92.5,
        ""retained_percentage_tret"": 68.6
    }
}"
298,2024,The Prospects and Challenges for Ambi-polar Vacancy-Ordered Double-Perovskite Cs 2 SnI 6 Toward Realization of High-Efficiency Air-Stable Solar-Cells,"{'perovskite_composition': 'Cs2SnI6', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': [{'name': 'Li-TFSI', 'treated_pce': 7.8}, {'name': 'TBP', 'treated_pce': 7.8}, {'name': 'EDA', 'treated_pce': 5.18}], 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None, 'test_2': None, 'test_3': None}"
299,2024,Stabilizing Solution-Substrate Interaction of Perovskite Ink on PEDOT:PSS for Scalable Blade Coated Narrow Bandgap Perovskite Solar Modules by Gas Quenching,"{'perovskite_composition': 'MA0.7FA0.3Pb0.5Sn0.5I3', 'electron_transport_layer': 'C60', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'BCP', 'passivating_molecule': None, 'control_pce': 19.2, 'control_voc': 853, 'treated_pce': 20, 'treated_voc': None, 'test_1': None}"
300,2024,Improving the performance and stability of perovskite solar cells via surface passivation of phthalimide N-alkylammonium iodides †,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Phthalimide N-alkylammonium iodide (PAE-I)', 'control_pce': 19.76, 'control_voc': 1.05, 'treated_pce': 21.3, 'treated_voc': 1.09, 'test_1': {'test_name': 'ISOS-D', 'temperature': 20, 'time': 2400, 'humidity': None, 'retained_percentage_cont': 19, 'retained_percentage_tret': 80}}"
301,2024,All-inorganic halide perovskites for air-processed ''n-i-p'' monolithic perovskite/organic hybrid tandem solar cells exceeding 23% efficiency †,"{'perovskite_composition': 'g-Cs 0.99 Rb 0.01 PbI 2.2 Br 0.8', 'electron_transport_layer': 'ZnO', 'pin_nip_structure': 'n-i-p', 'hole_transport_layer': 'PBDB-T', 'passivating_molecule': 'PTACl', 'control_pce': 19.48, 'control_voc': 1.957, 'treated_pce': 23.07, 'treated_voc': 2.11, 'test_1': {'test_name': 'Stability test', 'temperature': 600, 'time': '24 h', 'humidity': 'ambient', 'retained_percentage_cont': 490, 'retained_percentage_tret': 495}}"
302,2024,Robust Imidazole-Linked Covalent Organic Framework Enabling Crystallization Regulation and Bulk Defect Passivation for Highly Efficient and Stable Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PyPor-COF', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'air_stability', 'temperature': 2000, 'time': 2000, 'humidity': None, 'retained_percentage_cont': 80.39, 'retained_percentage_tret': None}}"
303,2024,Multifaceted Characterization Methodology for Understanding Nonidealities in Perovskite Solar Cells: A Passivation Case Study,"{'perovskite_composition': 'Cs0.1 FA0.9 PbI2.855 Br0.145', 'electron_transport_layer': 'C60', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'NiOx', 'passivating_molecule': 'Me-4PACz', 'control_pce': 3.9, 'control_voc': 90, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
304,2024,Bi-molecular kinetic competition for surface passivation in high-performance perovskite solar cells †,"{'perovskite_composition': 'FA x MA 1Àx PbI 3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'OAI and PMAI mixture', 'control_pce': None, 'control_voc': None, 'treated_pce': 25.23, 'treated_voc': 1.173, 'test_1': {'test_name': 'MPP tracking', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 88, 'retained_percentage_tret': None}}"
305,2024,Supporting Information for Enhancing Extraction and Suppressing Cooling of Hot Electrons in Lead Halide Perovskites by Dipolar Surface Passivation,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PEA', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 300, 'time': 2, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
306,2024,Gas Molecule Assisted All-Inorganic Dual-Interface Passivation Strategy for High-Performance Perovskite Solar Cells,"{'perovskite_composition': 'MA-contained', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'NH3', 'control_pce': 20.98, 'control_voc': 1.179, 'treated_pce': 24.51, 'treated_voc': 1.229, 'treated_ff': 81.88, 'test_1': {'test_name': 'ISOS-D', 'temperature': 20, 'time': 2000, 'humidity': '10-20%', 'retained_percentage_cont': 57, 'retained_percentage_tret': 90}}"
307,2024,Unveiled effects of the methylammonium chloride additive on formamidinium lead halide: expediting carrier injection from the photoabsorber to carrier transport layers through spontaneously modulated heterointerfaces in perovskite solar cells †,"{'perovskite_composition': 'FAPbI3', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'MACl', 'control_pce': 13.5, 'control_voc': 0.88, 'treated_pce': 20.9, 'treated_voc': 1.12, 'test_1': {'test_name': 'TRMC', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
308,2024,Passivation of Perovskite Solar Cells with Natural Flavors: Roles of Hydrogen Bonding in Ion Migration and Moisture Resistance,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'anethole', 'control_pce': 17.2, 'control_voc': None, 'treated_pce': 21.48, 'treated_voc': None, 'test_1': {'test_name': 'stability test', 'temperature': 25, 'time': 500, 'humidity': 45, 'retained_percentage_cont': 63.5, 'retained_percentage_tret': 87.1}}"
309,2024,Ligand Assisted Hydrogen Bonding: A Game-Changer in Lead Passivation and Stability in Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '3-amidinopyridine (3AP), trifluoroacetamidine (TFA)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L or ISOS-D', 'temperature': 5000, 'time': '5000 hours', 'humidity': None, 'retained_percentage_cont': 92, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'ISOS-L or ISOS-D', 'temperature': 2000, 'time': '2000 hours', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 89}}"
310,2024,In situ formation of an inorganic lead oxysalt surface passivation layer for highly efficient and stable CsPbI 3 perovskite solar cells †,"{'perovskite_composition': 'CsPbI3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PbCrO4', 'control_pce': 17.96, 'control_voc': 1.09, 'treated_pce': 19.09, 'treated_voc': 1.14, 'test_1': {'test_name': 'Moisture stability', 'temperature': 25, 'time': 500, 'humidity': '25% ± 5%', 'retained_percentage_cont': 74.49, 'retained_percentage_tret': 96.03}, 'test_2': {'test_name': 'Thermal stability', 'temperature': 80, 'time': 500, 'humidity': 'N2', 'retained_percentage_cont': None, 'retained_percentage_tret': 95.62}}"
311,2024,Doping engineering of lead halide perovskite nanocrystals for advanced optoelectronic applications,"{'perovskite_composition': 'CsPbX3', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': 26.1, 'control_voc': None, 'treated_pce': 21.02, 'treated_voc': None, 'test_1': {'test_name': 'stability test', 'temperature': 1000, 'time': '1000 h', 'humidity': None, 'retained_percentage_cont': 96, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'stability test', 'temperature': 50, 'time': '50 h', 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}}"
312,2024,Guanidine carbonate modified TiO 2 /Perovskite interface for efficient and stable planar perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': 'TiO2', 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Guanidine carbonate (GuaCO3)', 'control_pce': 21.73, 'control_voc': None, 'treated_pce': 23.39, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L', 'temperature': 'Room temperature', 'time': 600, 'humidity': '30-50%', 'retained_percentage_cont': 57, 'retained_percentage_tret': 78}}"
313,2024,Minimizing voltage losses in Sn perovskite solar cells by Cs 2 SnI 6 passivation,"{'perovskite_composition': 'Cs2SnI6', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Cs2SnI6', 'control_pce': None, 'control_voc': 0.959, 'treated_pce': 12.37, 'treated_voc': 0.959, 'test_1': {'test_name': 'encapsulated', 'temperature': 25, 'time': 1000, 'humidity': 20, 'retained_percentage_cont': 96.26, 'retained_percentage_tret': 96.26}, 'test_2': {'test_name': 'unencapsulated', 'temperature': 25, 'time': 130, 'humidity': 20, 'retained_percentage_cont': 0.03, 'retained_percentage_tret': 0.09}}"
314,2024,Bulk and interface passivation through potassium iodide additives engineering enables high-performance and humidity-stable CsPbBr 3 perovskite solar cells,"{'perovskite_composition': 'CsPbBr3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'ITO', 'passivating_molecule': 'Potassium iodide (KI)', 'control_pce': 10.06, 'control_voc': 1.6, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'aging', 'temperature': 25, 'time': 30, 'humidity': '50-80 %', 'retained_percentage_cont': 90, 'retained_percentage_tret': None}}"
315,2024,Influence of N-type electron acceptors in perovskite absorbers for stabilized perovskite absorbers for high-performance perovskite solar cells,"{'perovskite_composition': 'CH3NH3PbI3', 'electron_transport_layer': 'PC61BM', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'Bis-C60', 'passivating_molecule': 'ITIC-4F', 'control_pce': 15.62, 'control_voc': 1.02, 'treated_pce': 17.31, 'treated_voc': 1.06, 'test_1': {'test_name': 'indoor photovoltaic applications', 'temperature': 300, 'time': 300, 'humidity': None, 'retained_percentage_cont': 15.24, 'retained_percentage_tret': 19.19}}"
316,2024,An Eco-Friendly Passivation Strategy of Resveratrol for Highly Efficient and Antioxidative Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Resveratrol', 'control_pce': 21.62, 'control_voc': None, 'treated_pce': 23.44, 'treated_voc': None, 'test_1': {'test_name': 'Stability test in pure oxygen environment', 'temperature': 'room temperature (25 °C)', 'time': '1000 hours', 'humidity': 'dry (pure oxygen)', 'retained_percentage_cont': 88, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Stability test at 50 ± 5% relative humidity', 'temperature': '25 °C', 'time': '1000 hours', 'humidity': '50 ± 5% RH', 'retained_percentage_cont': None, 'retained_percentage_tret': 91}}"
317,2024,Interfacial passivation with 2-aminopyridine for effective perovskite solar cells,"{'perovskite_composition': 'Cs0.065(FA0.7-MA0.3)0.935Pb(I0.89Br0.11)3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': '2-aminopyridine', 'control_pce': 19.17, 'control_voc': 1.1, 'treated_pce': 20.64, 'treated_voc': 1.13, 'test_1': {'test_name': 'MPP stability test', 'temperature': '30 ± 10%RH air', 'time': 2000, 'humidity': '30 ± 10%RH air', 'retained_percentage_cont': 80, 'retained_percentage_tret': 80}}"
318,2024,Self-Formation of SnCl 2 Passivation Layer on SnO 2 Electron-Transport Layer in Chloride-Iodide-Based Perovskite Solar Cell,"{'perovskite_composition': 'FA 0.6 MA 0.4 PbI 3Àx Cl x', 'electron_transport_layer': 'SnO 2', 'pin_nip_structure': 'n-i-p', 'hole_transport_layer': 'Spiro-MeOTAD', 'passivating_molecule': 'SnCl 2', 'control_pce': 20.81, 'control_voc': 1.17, 'treated_pce': 20.81, 'treated_voc': 1.17, 'test_1': {'test_name': 'Stability test (moisture, heat, and light)', 'temperature': 85, 'time': 12, 'humidity': 'open-air', 'retained_percentage_cont': 80, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Stability test (moisture only)', 'temperature': None, 'time': 560, 'humidity': 'open-air', 'retained_percentage_cont': None, 'retained_percentage_tret': 85}}"
319,2024,Enhancing perovskite solar cell performance through PbI 2 in situ passivation using a one-step process: experimental insights and simulations †,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'n-i-p', 'hole_transport_layer': 'spiro-OMeTAD', 'passivating_molecule': 'PbI2', 'control_pce': 23.93, 'control_voc': 1.0, 'treated_pce': 26.03, 'treated_voc': 1.08, 'test_1': None}"
320,2024,Tailored multifunctional hydrazine derivatives for efficient printable hole-conductive-free mesoscopic perovskite solar cells via enhancing defect passivation,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '4-Hydroxybenzoylhydrazine (4-HBH)', 'control_pce': None, 'control_voc': None, 'treated_pce': 19.21, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': 1200, 'humidity': '50-60%', 'retained_percentage_cont': 95, 'retained_percentage_tret': None}}"
321,2024,Low-temperature processed planar perovskite solar cells based on bilayer electron transport layer stabilized using a surface defect passivation strategy,"{'perovskite_composition': None, 'electron_transport_layer': 'SnO2/AZO', 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'mono-ethanolamine (MEA)', 'control_pce': None, 'control_voc': None, 'treated_pce': 15.73, 'treated_voc': 0.95, 'test_1': {'test_name': 'ISOS-D', 'temperature': None, 'time': 1000, 'humidity': '35-45%', 'retained_percentage_cont': 77, 'retained_percentage_tret': None}}"
322,2024,Materials Chemistry A PAPER,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': 'PTAA', 'passivating_molecule': 'PEA-TFSI', 'control_pce': None, 'control_voc': None, 'treated_pce': 21.2, 'treated_voc': 1.05, 'test_1': {'test_name': 'thermal_stress', 'temperature': 85, 'time': 30, 'humidity': None, 'retained_percentage_cont': 20.7, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'long_term_thermal', 'temperature': 85, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 21.2}, 'test_3': {'test_name': 'humidity', 'temperature': 30, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': 21.2}, 'test_4': {'test_name': 'photo_stability', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 21.1, 'retained_percentage_tret': None}}"
323,2024,Defect passivation by a betaine-based zwitterionic molecule for high-performance p-i-n methylammonium-based perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'SBMA', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'thermal', 'temperature': 60, 'time': 700, 'humidity': None, 'retained_percentage_cont': 56, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'humidity', 'temperature': None, 'time': 30, 'humidity': '50-60%', 'retained_percentage_cont': 45, 'retained_percentage_tret': 73}}"
324,2024,"Comparative study of cesium halide (CsX, X = I, Cl, Br) modifications on defect passivation in tin-based perovskite solar cells","{'perovskite_composition': 'FA 0.75 MA 0.25 SnI3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'PCBM', 'passivating_molecule': 'CsI', 'control_pce': 3.0, 'control_voc': 0.33, 'treated_pce': 6.0, 'treated_voc': 0.35, 'test_1': {'test_name': 'ISOS-T', 'temperature': 25, 'time': 1080, 'humidity': None, 'retained_percentage_cont': 91, 'retained_percentage_tret': 100}}"
325,2023,Bifacial perovskite solar cells with >21 % efficiency: Computational insights into novel HTLs materials and architectures,"{'perovskite_composition': 'FAPbI3 0.95 (MAPbBr3 0.05)', 'electron_transport_layer': 'TiO2 nanorods (TNRs)', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'Se/Te:Cu2O, ZnTe, Mg:CuCrO2, FeS2', 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None, 'test_2': None, 'test_3': None, 'test_4': None}"
326,2023,Progress and issues in p-i-n type perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': 'p-i-n', 'hole_transport_layer': None, 'passivating_molecule': 'DMAcPA', 'control_pce': 25.39, 'control_voc': None, 'treated_pce': 25.86, 'treated_voc': 1.21, 'test_1': {'test_name': 'ISOS-D', 'temperature': 60, 'time': 550, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 93}}"
327,2024,Halide Perovskite Semiconductors Processing: Solvent-Based or Solvent-Free?,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': 'solution-processed', 'passivating_molecule': None, 'control_pce': 24, 'control_voc': 1.4, 'treated_pce': 24, 'treated_voc': 1.4, 'test_1': None, 'test_2': None, 'test_3': None}"
328,2024,Keywords Perovskite solar cells • Thin films • Slot die printing • XRD • SEM • FTO electrode • Power conversion efficiency • MAI ink • Photo-stability,"{'perovskite_composition': None, 'electron_transport_layer': 'SnO2', 'pin_nip_structure': None, 'hole_transport_layer': 'P3HT', 'passivating_molecule': 'MAI', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'photo-stability', 'temperature': 25, 'time': 300, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 50}}"
329,2024,Organic Salt Buffer Layer Enables High-Performance NiO x -Based Inverted Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '4-(trifluoromethyl) benzylammonium formate (TFMBAFa)', 'control_pce': None, 'control_voc': None, 'treated_pce': 24.2, 'treated_voc': None, 'test_1': {'test_name': 'storage', 'temperature': 25, 'time': 1440, 'humidity': None, 'retained_percentage_cont': 0.85, 'retained_percentage_tret': 0.85}, 'test_2': {'test_name': 'thermal', 'temperature': 85, 'time': 1300, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 0.82}, 'test_3': {'test_name': 'operational', 'temperature': 25, 'time': 850, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 0.7}}"
330,2024,High-Entropy Coordination Compounds and Their Derivatives as Electrocatalytic Materials,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
331,2024,Defect passivation of organometal halide perovskite solar cells using low-cost green crystalline nanocellulose,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'crystalline nanocellulose', 'control_pce': 7.28, 'control_voc': 0.879, 'treated_pce': 9.22, 'treated_voc': 0.963, 'test_1': {'test_name': 'Defect passivation test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
332,2024,"Supporting information ""T-shaped"" Carbazole Alkylammonium Cation Passivation in Perovskite Solar Cells","{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'MeEAI', 'control_pce': None, 'control_voc': None, 'treated_pce': 25.1, 'treated_voc': 1172.2, 'test_1': {'test_name': 'MPPT', 'temperature': 25, 'time': 400, 'humidity': 60, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}}"
333,2024,Surface Passivation of Crystalline Silicon Solar Cells by Cr:ZnO Coating Layers,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Cr-doped ZnO', 'control_pce': None, 'control_voc': None, 'treated_pce': 7, 'treated_voc': None, 'test_1': None}"
334,2024,Inhibiting perovskite decomposition by a creeper-inspired strategy enables efficient and stable perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'polyhexamethyleneguanidine hydrochloride (PHMG)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Stability test under 1300 hours of operation and 1000 hours of storage', 'temperature': 1300, 'time': 1300, 'humidity': 85, 'retained_percentage_cont': 96, 'retained_percentage_tret': 96}}"
335,2024,Synergistic Crystallization Kinetics Modulation and Deep/Shallow Level Defect Passivation via an Organometallic Cobaltocenium Salt Toward High-Performance Inverted Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '1-propanol-2-(1,2,3-triazol-4-yl) cobaltocenium hexafluorophosphate (PTCoPF6)', 'control_pce': 23.25, 'control_voc': 1.14, 'treated_pce': 25.03, 'treated_voc': 1.16, 'treated_jsc': 25.65, 'treated_ff': 83.83, 'test_1': {'test_name': 'thermal stability', 'temperature': 85, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 93, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'operational stability', 'temperature': 55, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 95}}"
336,2024,Carboxymethyl-Based Ionic Liquid Engineering for Efficient and Stable Inverted Perovskite Solar Cells,"{'perovskite_composition': 'Cs0.05 FA0.85 MA0.1 PbI3', 'electron_transport_layer': 'PCBM', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'PEABr', 'passivating_molecule': 'ImAcCl', 'control_pce': 22.64, 'control_voc': 1.141, 'treated_pce': 23.92, 'treated_voc': 1.149, 'treated_ff': 82.13, 'control_jsc': 24.29, 'treated_jsc': 25.35, 'test_1': {'test_name': 'Stability test in nitrogen-filled glove box', 'temperature': 25, 'time': 1700, 'humidity': 'None', 'retained_percentage_cont': 88.5, 'retained_percentage_tret': None}}"
